Titulo Principal,Titulo Secundario,Autor,N° Ref
"Haldane, R. B. Haldane",,,913
"O'Brien, Edward J.",,,913
"Mee, Arthur",,,911
"Leiber, Fritz",,,907
"Apollinaire, Guillaume",,,906
"Wyeth, N. C.",,,906
"Wall, Charles Heron",,,904
"James, M. R.",,,900
"Nohl, Ludwig",,,899
"Matthews, Brander",,,898
"Hamilton, Edmond",,,896
"Einstein, Albert",,,894
"Marlowe, Stephen",,,893
"Sellar, A. M.",,,893
"Bede, the Venerable, Saint",,,893
"Abbott, Edwin Abbott",,,893
"Shelley, Percy Bysshe",,,892
"Dobson, Austin",,,889
"Stables, Gordon",,,888
"Smiles, Samuel",,,888
"Townsend, George Fyler",,,887
"Leonardo, da Vinci",,,887
"Shaw, Albert",,,886
"Lewis, Sinclair",,,886
"Norton, Andre",,,886
"Cannon, Richard",,,885
"Mansfield, Katherine",,,885
"Abbott, John S. C.",,,885
"Unamuno, Miguel de",,,884
"Chesnutt, Charles W.",,,883
"Strang, Herbert",,,879
"Bangs, John Kendrick",,,876
"Grant, Ulysses S.",,,874
"Fletcher, J. S.",,,872
"Vaknin, Samuel",,,870
Omar Khayyam,,,869
"Goldfrap, John Henry",,,867
"Otis, James",,,865
"Morris, Charles",,,863
"Rilke, Rainer Maria",,,861
"Campbell, Donald",,,861
"Thijsse, Jac. P.",,,860
"Shuckburgh, Evelyn S.",,,860
"Kemp, J.",,,859
Confucius,,,857
"Kleiser, Grenville",,,856
"Francis, Dick",,,854
"Dodge, Mary Mapes",,,854
"Rohmer, Sax",,,853
"Johnston, Annie F.",,,853
"Hamsun, Knut",,,850
"Bradbury, Ray",,,849
"Sewell, Anna",,,845
"Vasari, Giorgio",,,843
"Aho, Juhani",,,842
"Ahn, F.",,,840
"Caxton, William",,,839
"Tracy, Louis",,,839
Livy,,,835
"White, Stewart Edward",,,834
"Bindloss, Harold",,,834
"Hamilton, Robert W.",,,834
"Burney, Fanny",,,830
"Castlemon, Harry",,,829
"Calderón de la Barca, Pedro",,,825
"Denslow, W. W.",,,825
"Mackay, Charles",,,825
"Voerman, Jan",,,824
"Hubbard, Elbert",,,823
"Wallace, Edgar",,,822
"Sayers, Dorothy L.",,,822
"Gaboriau, Emile",,,821
"Luo, Guanzhong",,,820
"Weir, Harrison",,,820
"Taine, Hippolyte",,,820
"Williamson, C. N.",,,819
"Turpin, Edna Henry Lee",,,818
"Esenwein, J. Berg",,,817
"Vaizey, George de Horne, Mrs.",,,816
"Mackail, J. W.",,,816
"Durkheim, Émile",,,815
"Waller, A. R.",,,815
"Stone, Marcus",,,815
"Whittier, John Greenleaf",,,814
"Becke, Louis",,,813
"Palacio Valdés, Armando",,,812
"Reynolds, Francis J.",,,812
"Musset, Alfred de",,,812
"Jung, C. G.",,,810
"Curtis, George William",,,809
"Hotten, John Camden",,,809
"Corelli, Marie",,,808
"Hartley, Florence",,,808
"McManus, Blanche",,,807
"Leadbeater, C. W.",,,806
"Locke, William John",,,806
"Huxley, Aldous",,,806
"De la Mare, Walter",,,805
Diogenes Laertius,,,805
"Wenckebach, L. W. R.",,,803
United States. National Park Service,,,802
"Smith, Harry L.",,,800
"Williams, George Alfred",,,800
"Pardo Bazán, Emilia, condesa de",,,798
"Pu, Songling",,,798
Arrian,,,796
"McCutcheon, George Barr",,,796
"Wilder, Marshall P.",,,796
"Chinnock, Edward James",,,796
"Della Chiesa, Carol",,,795
"Hichens, Robert",,,795
"Lucian, of Samosata",,,795
"Gibson, Charles Dana",,,795
"Morley, Christopher",,,794
"Aranda y Sanjuan, Manuel",,,794
"Cajander, Paavo Emil",,,794
American Thread Company,,,794
"Bergson, Henri",,,793
"Chase, Josephine",,,792
"Paul, Frank R.",,,792
"Hoffmann, E. T. A.",,,791
"Huysmans, J.-K.",,,791
"Bulfinch, Thomas",,,790
"Edgeworth, Maria",,,790
"Brooke, Rupert",,,790
"Wyss, Johann David",,,790
"Edwards, Owen Morgan, Sir",,,787
"Byington, Steven T.",,,785
"D'Annunzio, Gabriele",,,785
"Coppée, François",,,785
"Fitzhugh, Percy Keese",,,783
"James, G. P. R.",,,783
"Korolenko, Vladimir Galaktionovich",,,783
"Gruelle, Johnny",,,780
"Snell, Roy J.",,,780
"Koning, Edzard Willem",,,779
"Lear, Edward",,,778
"Weyman, Stanley John",,,778
"Horne, Charles F.",,,776
"Stein, Gertrude",,,775
"De Presno, Odd",,,774
"Rangelovska, Lidija",,,774
"Falkner, John Meade",,,773
"Van Dyke, Henry",,,773
"Cole, Fay-Cooper",,,772
"Hawthorne, Julian",,,772
"Le Gallienne, Richard",,,771
"De Vere, Gaston du C.",,,771
"Walton, Bryce",,,771
"Schelling, George",,,771
"Church, Alfred John",,,770
"Sheckley, Robert",,,770
"Raine, William MacLeod",,,767
"Hurlbut, Jesse Lyman",,,765
"Northup, Solomon",,,765
"Sharp, R. Farquharson",,,764
"Merriman, Henry Seton",,,764
"Hancock, H. Irving",,,764
"Curwood, James Oliver",,,764
"Altsheler, Joseph A.",,,762
"Smith, Francis Hopkinson",,,758
"Marden, Orison Swett",,,757
"Van Buren, Maud",,,757
"Bemis, Katharine Isabel",,,757
"Moore, Thomas",,,757
"Holinshed, Raphael",,,757
"De Sanctis, Francesco",,,757
"Asimov, Isaac",,,756
"Cole, Mabel Cook",,,756
"Nourse, Alan Edward",,,754
Horace,,,754
"Ainsworth, William Harrison",,,751
"Zilboorg, Gregory",,,750
"Díaz del Castillo, Bernal",,,750
"Stevenson, Burton Egbert",,,750
"Blackmore, R. D.",,,749
"Maspero, G.",,,749
"Gay, John",,,747
"Bishop, Julia Truitt",,,746
"Earle, Alice Morse",,,746
"Artsybashev, M.",,,746
"Patmore, Coventry",,,745
"Colum, Padraic",,,745
"Bradley, A. C.",,,745
"Gaughan, Jack",,,743
"Macy, John Albert",,,742
"Drummond, Henry",,,741
"Luce, Edmund",,,740
"Cummings, Ray",,,740
"Blanchard, Amy Ella",,,740
"Wirt, Mildred A.",,,738
"Herford, Oliver",,,737
"Saltykov, Mikhail Evgrafovich",,,736
"Benson, Arthur Christopher",,,736
"Collingwood, Harry",,,735
"Allen, James",,,734
Procopius,,,734
"Gerstäcker, Friedrich",,,732
"Hornung, E. W.",,,731
"Steel, Flora Annie Webster",,,730
"Housman, A. E.",,,729
"Crooke, William",,,727
"Spence, Lewis",,,726
"Mooney, James",,,726
"Leland, Charles Godfrey",,,724
"Hudson, W. H.",,,724
"Frost, A. B.",,,724
"Reinhardt, Louise",,,723
"Stratton-Porter, Gene",,,723
"Foxe, John",,,722
"Leigh, Oliver Herbrand Gordon",,,721
"Summers, Leo",,,720
A. L. O. E.,,,718
"Fiske, John",,,718
"Riley, James Whitcomb",,,716
"Spillan, D.",,,714
"Caine, Hall, Sir",,,714
"Roberts, B. H.",,,714
"Stevenson, Adlai E.",,,713
"Zamiatin, Evgenii Ivanovich",,,713
"Bunner, H. C.",,,712
"Potapenko, I. N.",,,711
"Holley, Marietta",,,711
"Brandes, Georg",,,711
"Darío, Rubén",,,710
"Morey, Leo",,,709
"Swain, Joseph Ward",,,708
"Wilcox, Ella Wheeler",,,705
"Wood, Wallace",,,705
"Hardy, G. H.",,,704
"Tuttle, W. C.",,,702
"Rangachari, K.",,,702
"Bédier, Joseph",,,700
"Hauff, Wilhelm",,,700
"Garshin, V. M.",,,699
"Semenov, S. T.",,,699
"Gregory, Lady",,,699
"Masefield, John",,,698
"Pater, Walter",,,698
"Miller, Francis Trevelyan",,,696
"Laumer, Keith",,,696
"Muir, John",,,696
"Sinclair, May",,,695
"Thomas, Gladys",,,694
"Guillemard, Mary F.",,,694
"Holbach, Paul Henri Thiry, baron d'",,,693
"Bain, R. Nisbet",,,693
"Parrish, Maxfield",,,692
"Del Rey, Lester",,,692
"Oman, Charles",,,691
"Donne, John",,,691
"Reid, Clement",,,689
"Burns, Robert",,,689
"Bedford, F. D.",,,688
"Bjørnson, Bjørnstjerne",,,687
"Stacpoole, H. De Vere",,,687
"Tozer, A. W.",,,687
"Fraser, Claud Lovat",,,686
"Wood, Stanley L.",,,685
"Brontë, Anne",,,685
"Meynell, Alice",,,685
"Grote, George",,,685
"De Amicis, Edmondo",,,684
Chautauqua Literary and Scientific Circle,,,682
Chautauqua Institution,,,682
"Flood, Theodore L.",,,682
"Speed, Lancelot",,,680
"Powell, John Wesley",,,680
"Leslie, Eliza",,,677
"Pogány, Willy",,,676
"Maclaren, Alexander",,,675
"Reade, Charles",,,675
"Churchill, Allen L.",,,674
"Swinburne, Algernon Charles",,,674
"Li, Yu",,,674
"Thérèse, de Lisieux, Saint",,,673
"Wolff, John U.",,,672
"Kerr, Robert",,,671
"Wu, Jianren",,,670
"Malot, Hector",,,669
"Williams, John",,,668
"Robinson, Gordon",,,668
Frankenstein,The Modern Prometheus,Mary Wollstonecraft Shelley,131818
Romeo and Juliet,,William Shakespeare,78657
Pride and Prejudice,,Jane Austen,76860
Moby Dick,The Whale,"Dick; Or, The Whale by Herman Melville",75233
Middlemarch,,George Eliot,53848
The Complete Works of William Shakespeare,,William Shakespeare,52414
A Room with a View,,E. M.  Forster,52228
Alice's Adventures in Wonderland,,Lewis Carroll,51601
Little Women,"Meg, Jo, Beth, and Amy",Louisa May Alcott,50286
The Scarlet Letter,,Nathaniel Hawthorne,48253
The Blue Castle: a novel,,L. M.  Montgomery,45408
The Enchanted April,,Elizabeth Von Arnim,45139
The Adventures of Ferdinand Count Fathom — Complete,,T.  Smollett,42028
Cranford,,Elizabeth Cleghorn Gaskell,41925
The Expedition of Humphry Clinker,,T.  Smollett,41245
"History of Tom Jones, a Foundling",,Henry Fielding,40997
The Adventures of Roderick Random,,T.  Smollett,40770
My Life — Volume 1,,Richard Wagner,40202
Twenty years after,,Alexandre Dumas and Auguste Maquet,40101
A Doll's House : a play,,Henrik Ibsen,38974
Dracula,,Bram Stoker,33088
The Great Gatsby,,by F. Scott  Fitzgerald,32741
The Picture of Dorian Gray,,Oscar Wilde,31977
Metamorphosis,,Franz Kafka,31797
The Yellow Wallpaper,,Charlotte Perkins Gilman,30398
A Modest Proposal,,Jonathan Swift,27347
Adventures of Huckleberry Finn,,Mark Twain,27291
The Legend of Sleepy Hollow,,Washington Irving,26747
The Importance of Being Earnest: A Trivial Comedy for Serious People,,Oscar Wilde,24994
Beowulf: An Anglo-Saxon Epic Poem,,,24816
The Strange Case of Dr. Jekyll and Mr. Hyde,,Robert Louis Stevenson,24503
The Souls of Black Folk,,W. E. B.  Du Bois,24408
Leviathan,,Thomas Hobbes,23812
Crime and Punishment,,Fyodor Dostoyevsky,22313
A Tale of Two Cities,,Charles Dickens,21857
The Prince,,Niccolò Machiavelli,20696
The Adventures of Sherlock Holmes,,Arthur Conan Doyle,19919
The Iliad,,Homer,19613
Jane Eyre: An Autobiography,,Charlotte Brontë,19477
Great Expectations,,Charles Dickens,19022
Thus Spake Zarathustra: A Book for All and None,,Friedrich Wilhelm Nietzsche,18670
The Brothers Karamazov,,Fyodor Dostoyevsky,18500
Second Treatise of Government,,John Locke,18199
Chambers's Twentieth Century Dictionary,,,17963
A Christmas Carol in Prose; Being a Ghost Story of Christmas,,Charles Dickens,17656
The Odyssey,,Homer,17653
Don Quijote,,Miguel de Cervantes Saavedra,17259
Ulysses,,James Joyce,17250
Grimms' Fairy Tales,,Jacob Grimm and Wilhelm Grimm,16736
"The Interesting Narrative of the Life of Olaudah Equiano, Or Gustavus Vassa, The African","Gustavus Vassa, The African",Equiano,16344
"Narrative of the Life of Frederick Douglass, an American Slave",,Frederick Douglass,16269
War and Peace,,graf Leo Tolstoy,15977
Heart of Darkness,,Joseph Conrad,15278
The Count of Monte Cristo,,Alexandre Dumas and Auguste Maquet,15255
"The Adventures of Tom Sawyer, Complete",,Mark Twain,15253
The Confessions of St. Augustine,,Bishop of Hippo Saint Augustine,15070
Wuthering Heights,,Emily Brontë,14760
The Republic,,Plato,13893
Dubliners,,James Joyce,13789
"Walden, and On The Duty Of Civil Disobedience",,Henry David Thoreau,13501
Tractatus Logico-Philosophicus,,Ludwig Wittgenstein,13484
Doctrina Christiana,,,12918
A Study in Scarlet,,Arthur Conan Doyle,12771
Beyond Good and Evil,,Friedrich Wilhelm Nietzsche,12696
Frankenstein,The Modern Prometheus,Mary Wollstonecraft Shelley,12685
Calculus Made Easy,,Silvanus P.  Thompson,12654
The Works of Edgar Allan Poe — Volume 2,,Edgar Allan Poe,12642
Du côté de chez Swann,,Marcel Proust,12499
Anne of Green Gables,,L. M.  Montgomery,12077
Don Quixote,,Miguel de Cervantes Saavedra,11848
The King in Yellow,,Robert W.  Chambers,11635
Le Morte d'Arthur: Volume 1,,Sir Thomas Malory,11632
The divine comedy,,Dante Alighieri,11409
Carmilla,,Joseph Sheridan Le Fanu,11404
The Romance of Lust: A classic Victorian erotic novel,,Anonymous,11337
The Kama Sutra of Vatsyayana,,Vatsyayana,11162
Little Women,,Louisa May Alcott,10948
White Nights and Other Stories,,Fyodor Dostoyevsky,10709
Narrative of the Captivity and Restoration of Mrs. Mary Rowlandson,,Mary White Rowlandson,10659
The Hound of the Baskervilles,,Arthur Conan Doyle,10653
The Nuttall Encyclopædia,,P. Austin Nuttall,10352
Plays,,Susan Glaspell,10081
The Tragical History of Doctor Faustus,,Christopher Marlowe,10080
Josefine Mutzenbacher,,Felix Salten,10045
Les Misérables,,Victor Hugo,9941
Autobiography of Benjamin Franklin,,Benjamin Franklin,9773
Peter Pan,,J. M.  Barrie,9762
On Liberty,,John Stuart Mill,9717
The Problems of Philosophy,,Bertrand Russell,9562
Winnie-the-Pooh,,A. A.  Milne,9468
Oedipus King of Thebes,,Sophocles,9445
Treasure Island,,Robert Louis Stevenson,9297
Oliver Twist,,Charles Dickens,9252
The Ethics of Aristotle,,Aristotle,9149
Candide,,Voltaire,9077
The Wonderful Wizard of Oz,,L. Frank  Baum,9024
"Incidents in the Life of a Slave Girl, Written",,Herself by Harriet A.  Jacobs,8988
Frankenstein,The Modern Prometheus,Mary Wollstonecraft Shelley,8817
Notes from the Underground,,Fyodor Dostoyevsky,8748
The History of the Peloponnesian War,,Thucydides,8695
Novo dicionário da língua portuguesa,,Cândido de Figueiredo,8604
Meditations,,Emperor of Rome Marcus Aurelius,8549
Les misérables Tome I: Fantine,,Victor Hugo,8536
The Critique of Pure Reason,,Immanuel Kant,8534
"Spenser's The Faerie Queene, Book I",,Edmund Spenser,8445
"An Essay Concerning Humane Understanding, Volume 1",,John Locke,8439
The Life and Adventures of Robinson Crusoe,,Daniel Defoe,8313
Sense and Sensibility,,Jane Austen,8241
Emma,,Jane Austen,8186
Lysistrata,,Aristophanes,8004
The War of the Worlds,,H. G.  Wells,7864
The murder of Roger Ackroyd,,Agatha Christie,7825
Gulliver's Travels into Several Remote Nations of the World,,Jonathan Swift,7760
Madame Bovary,,Gustave Flaubert,7694
The First Book of Adam and Eve,,Rutherford Hayes Platt,7669
A Portrait of the Artist as a Young Man,,James Joyce,7634
The Prophet,,Kahlil Gibran,7603
Anna Karenina,,graf Leo Tolstoy,7595
The Devil is an Ass,,Ben Jonson,7461
The Time Machine,,H. G.  Wells,7440
Anthem,,Ayn Rand,7411
The King James Version of the Bible,,,7403
The Philippines a Century Hence,,José Rizal,7374
The Art of War,,active 6th century B.C. Sunzi,7362
Through the Looking-Glass,,Lewis Carroll,7346
David Copperfield,,Charles Dickens,7207
The Elements of Style,,William Strunk,7166
How the Other Half Lives: Studies Among the Tenements of New York,,Jacob A.  Riis,7158
"The Metamorphoses of Ovid, Books I-VII",,Ovid,7129
Pygmalion,,Bernard Shaw,7110
Pascal's Pensées,,Blaise Pascal,7022
Noli Me Tangere,,José Rizal,6926
The Ten Books on Architecture,,Vitruvius Pollio,6897
"Hamlet, Prince of Denmark",,William Shakespeare,6889
"The Rámáyan of Válmíki, translated into English verse",,Valmiki,6882
The Reign of Greed,,José Rizal,6865
Diccionario Ingles-Español-Tagalog,,Sofronio G. Calderón,6861
Tribute to Michael Hart,,Majid AlHydar,6857
"The Story of Beowulf, Translated from Anglo-Saxon into Modern English Prose",,,6764
An Inquiry into the Nature and Causes of the Wealth of Nations,,Adam Smith,6744
A Christmas Carol,,Charles Dickens,6711
Common Sense,,Thomas Paine,6593
The Vampyre; a Tale,,John William Polidori,6435
The Secret Garden,,Frances Hodgson Burnett,6278
The Turn of the Screw,,Henry James,6256
Phaedrus,,Plato,6225
The Sailor's Word-Book,,W. H.  Smyth,6206
Faust [part 1]. Translated Into English in the Original Metres,,Johann Wolfgang von Goethe,6186
The call of the wild,,Jack London,6117
"The Awakening, and Selected Short Stories",,Kate Chopin,6102
An Enquiry Concerning Human Understanding,,David Hume,5983
Persuasion,,Jane Austen,5928
Don Juan,,Baron George Gordon Byron Byron,5915
Antiquities of the Jews,,Flavius Josephus,5914
The Castle of Otranto,,Horace Walpole,5831
Songs of Innocence and of Experience,,William Blake,5790
Cookery and Dining in Imperial Rome,,Apicius,5774
Notre-Dame de Paris - Tome 1,,Victor Hugo,5772
The Sorrows of Young Werther,,Johann Wolfgang von Goethe,5761
Northanger Abbey,,Jane Austen,5734
Paradise Lost,,John Milton,5688
"Chaucer's Works, Volume 4 — The Canterbury Tales",,Geoffrey Chaucer,5688
On the Origin of Species By Means of Natural Selection,,Charles Darwin,5677
The Sign of the Four,,Arthur Conan Doyle,5672
Ethics,,Benedictus de Spinoza,5668
The Consolation of Philosophy,,Boethius,5666
Struwwelpeter: Merry Stories and Funny Pictures,,Heinrich Hoffmann,5665
Essays of Michel de Montaigne — Complete,,Michel de Montaigne,5664
On War,,Carl von Clausewitz,5627
"The Birth of Tragedy; or, Hellenism and Pessimism",,Friedrich Wilhelm Nietzsche,5620
Twenty Thousand Leagues under the Sea,,Jules Verne,5515
The Jungle Book,,Rudyard Kipling,5488
The Jungle,,Upton Sinclair,5486
Democracy in America — Volume 1,,Alexis de Tocqueville,5474
Uncle Tom's Cabin,,Harriet Beecher Stowe,5469
Sir Gawayne and the Green Knight,,,5458
Hard Times,,Charles Dickens,5455
Memoirs of Fanny Hill,,John Cleland,5427
A Military Dictionary and Gazetteer,,Thomas Wilhelm,5410
Childe Harold's Pilgrimage,,Baron George Gordon Byron Byron,5409
Siddhartha,,Hermann Hesse,5399
The Communist Manifesto,,Friedrich Engels and Karl Marx,5325
2 B R 0 2 B,,Kurt Vonnegut,5297
The Prince and the Pauper,,Mark Twain,5276
"The Mahabharata of Krishna-Dwaipayana Vyasa, Volume 1",,,5257
Hedda Gabler,,Henrik Ibsen,5257
The Works of Edgar Allan Poe — Volume 1,,Edgar Allan Poe,5204
Symposium,,Plato,5193
The Red Record,,Ida B. Wells-Barnett,5150
Complete Original Short Stories of Guy De Maupassant,,Guy de Maupassant,5104
Mosses from an old manse,,Nathaniel Hawthorne,5063
Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth in the Sciences,,,5062
The Sea-Gull,,Anton Pavlovich Chekhov,5020
Mi Ultimo Adiós,,José Rizal,4994
The Ballad of the White Horse,,G. K.  Chesterton,4988
The Invisible Man: A Grotesque Romance,,H. G.  Wells,4961
The Genealogy of Morals,,Friedrich Wilhelm Nietzsche,4939
The History of Herodotus — Volume 1,,Herodotus,4932
"Poems, with The Ballad of Reading Gaol",,Oscar Wilde,4913
El paraíso perdido,,John Milton,4887
The Tempest,,William Shakespeare,4886
Nature,,Ralph Waldo Emerson,4885
1001 задача для умственного счета,,Sergei Aleksandrovich Rachinskii,4870
In Praise of Folly,,Desiderius Erasmus,4834
Three Men in a Boat,,Jerome K.  Jerome,4805
La Odisea,,Homer,4761
The Lady with the Dog and Other Stories,,Anton Pavlovich Chekhov,4745
The Strange Case of Dr. Jekyll and Mr. Hyde,,Robert Louis Stevenson,4736
Dao De Jing: A Minimalist Translation,,Laozi,4726
Apology,,Plato,4720
The Eyes Have It,,Philip K. Dick,4696
The Poetics of Aristotle,,Aristotle,4687
A Pickle for the Knowing Ones,,Timothy Dexter,4677
The Iliad,,Homer,4652
De Profundis,,Oscar Wilde,4633
The Marriage of Heaven and Hell,,William Blake,4625
Ethan Frome,,Edith Wharton,4609
The Social Cancer: A Complete English Version of Noli Me Tangere,,José Rizal,4577
The Red Room,,H. G.  Wells,4502
Bleak House,,Charles Dickens,4464
"Hamlet, Prince of Denmark",,William Shakespeare,4454
Aesop's Fables; a new translation,,Aesop,4445
"The Philippine Islands, 1493-1898 — Volume 07 of 55",,,4437
"The Philippine Islands, 1493-1898, Volume 33, 1519-1522",,Antonio Pigafetta,4396
A History of the Philippines,,David P. Barrows,4373
The Republic of Plato,,Plato,4321
The Trial,,Franz Kafka,4280
The Decameron of Giovanni Boccaccio,,Giovanni Boccaccio,4259
Myths and Legends of Ancient Greece and Rome,,E. M. Berens,4258
I. Beówulf: an Anglo-Saxon poem. II. The fight at Finnsburh: a fragment.,,,4248
The Idiot,,Fyodor Dostoyevsky,4190
Southern Horrors: Lynch Law in All Its Phases,,Ida B. Wells-Barnett,4187
Trois femmes,,Pierre Mille,4187
Macbeth,,William Shakespeare,4187
Les trois mousquetaires,,Alexandre Dumas and Auguste Maquet,4173
"The Twilight of the Idols; or, How to Philosophize with the Hammer. The Antichrist",,Nietzsche,4164
An Occurrence at Owl Creek Bridge,,Ambrose Bierce,4140
Anabasis,,Xenophon,4136
Riders to the Sea,,J. M.  Synge,4135
Perpetual Peace: A Philosophical Essay,,Immanuel Kant,4104
The art of money getting :,,P. T.  Barnum,4101
"Le comte de Monte-Cristo, Tome I",,Alexandre Dumas and Auguste Maquet,4092
Just so stories,,Rudyard Kipling,4069
苦悶の欄,,Earl Derr Biggers,4052
Utopia,,Saint Thomas More,4049
Around the World in Eighty Days,,Jules Verne,4041
The Innocents Abroad,,Mark Twain,4037
"Bartleby, the Scrivener: A Story of Wall-Street",,Herman Melville,4036
The Flowers of Evil,,Charles Baudelaire,4036
Medea of Euripides,,Euripides,4019
A Midsummer Night's Dream,,William Shakespeare,3983
"The Thousand and One Nights, Vol. I.",,,3885
A First Spanish Reader,,Alfred Remy and Erwin W.  Roessler,3872
A Concise Dictionary of Middle English from A.D. 1150 to 1580,,A. L.  Mayhew and Walter W.  Skeat,3866
"The Ladies' Book of Etiquette, and Manual of Politeness",,Florence Hartley,3865
Up from Slavery: An Autobiography,,Booker T. Washington,3830
Die Verwandlung,,Franz Kafka,3827
The island of Doctor Moreau,,H. G.  Wells,3797
The Duchess of Malfi,,John Webster,3793
The Mysterious Affair at Styles,,Agatha Christie,3792
The Jewish State,,Theodor Herzl,3790
Tess of the d'Urbervilles: A Pure Woman,,Thomas Hardy,3786
"Ang ""Filibusterismo""",,José Rizal,3784
The Federalist Papers,,Alexander Hamilton and John Jay and James Madison,3780
Leaves of Grass,,Walt Whitman,3767
"The Happy Prince, and Other Tales",,Oscar Wilde,3752
Roget's Thesaurus of English Words and Phrases,,Peter Mark Roget,3747
"Divine Comedy, Longfellow's Translation, Hell",,Dante Alighieri,3739
White Fang,,Jack London,3734
On the Duty of Civil Disobedience,,Henry David Thoreau,3732
The History of the Decline and Fall of the Roman Empire,,Edward Gibbon,3729
"The City of God, Volume I",,Bishop of Hippo Saint Augustine,3680
Vanity Fair,,William Makepeace Thackeray,3672
The Devil's Dictionary,,Ambrose Bierce,3652
The Tale of Peter Rabbit,,Beatrix Potter,3649
Les Fleurs du Mal,,Charles Baudelaire,3635
Phaedo,,Plato,3630
Life on the Mississippi,,Mark Twain,3628
Uncle Vanya: Scenes from Country Life in Four Acts,,Anton Pavlovich Chekhov,3607
