Titulo Principal,Titulo Secundario,Autor,N° Ref
"Leiber, Fritz",,,929
"Hegel, Georg Wilhelm Friedrich",,,928
"Bailey, Arthur Scott",,,928
"Urquhart, Thomas, Sir",,,926
"Halsey, Francis W.",,,925
"Marlowe, Stephen",,,925
"Walpole, Hugh",,,924
Omar Khayyam,,,923
"Smiles, Samuel",,,918
"Knight, William Angus",,,917
"Anderson, Poul",,,917
"Shaw, Albert",,,916
"Apollinaire, Guillaume",,,916
"Vasari, Giorgio",,,914
"Rilke, Rainer Maria",,,912
"Rainey, W.",,,910
"Webster, Noah",,,908
"Beerbohm, Max, Sir",,,908
"O'Brien, Edward J.",,,907
Confucius,,,906
"Shelley, Percy Bysshe",,,904
"Bradbury, Ray",,,903
"Tracy, Louis",,,902
"Unamuno, Miguel de",,,900
"Norton, Andre",,,900
"Hamilton, Edmond",,,899
"Wall, Charles Heron",,,898
"Townsend, George Fyler",,,895
"Chesnutt, Charles W.",,,894
"Einstein, Albert",,,892
"Haldane, R. B. Haldane",,,892
"Rohmer, Sax",,,891
"Francis, Dick",,,890
"Campbell, Donald",,,889
"Bangs, John Kendrick",,,888
"Becke, Louis",,,887
Sudan. Wizarat al-Naql wa-al-Muwasalat,,,886
"Abbott, Edwin Abbott",,,886
"Fletcher, J. S.",,,885
"Mee, Arthur",,,884
"Keller, Arthur Ignatius",,,884
"McManus, Blanche",,,884
"Grant, Ulysses S.",,,884
"Lewis, Sinclair",,,882
"Thijsse, Jac. P.",,,882
"Hellis, Nellie",,,876
"Morris, Charles",,,875
"Kleiser, Grenville",,,873
"Sewell, Anna",,,871
"Leonardo, da Vinci",,,871
"Weyman, Stanley John",,,871
"Goldfrap, John Henry",,,871
"Matthews, Brander",,,869
"Waller, A. R.",,,869
Livy,,,869
"Bindloss, Harold",,,869
"Bede, the Venerable, Saint",,,864
"Sellar, A. M.",,,864
"Ahn, F.",,,864
"Weir, Harrison",,,864
"Hamilton, Robert W.",,,863
"Aho, Juhani",,,861
"Corelli, Marie",,,860
"Stables, Gordon",,,860
"Strang, Herbert",,,859
"Dodge, Mary Mapes",,,858
"Cannon, Richard",,,854
"Cajander, Paavo Emil",,,849
"Esenwein, J. Berg",,,849
"Voerman, Jan",,,848
"Reynolds, Francis J.",,,847
"Jung, C. G.",,,847
"Mackay, Charles",,,846
"Castlemon, Harry",,,845
"Kemp, J.",,,843
"Thorne, Eglanton",,,843
"Johnston, Annie F.",,,842
"Burney, Fanny",,,842
"Lucian, of Samosata",,,840
"Otis, James",,,840
"De Vere, Gaston du C.",,,838
"Vaknin, Samuel",,,837
"Musset, Alfred de",,,835
"Denslow, W. W.",,,835
"Durkheim, Émile",,,835
"Huxley, Aldous",,,835
Arrian,,,834
"Chinnock, Edward James",,,834
"Hamsun, Knut",,,831
"Turpin, Edna Henry Lee",,,831
"Byington, Steven T.",,,831
"Church, Alfred John",,,830
"White, Stewart Edward",,,828
"Calderón de la Barca, Pedro",,,827
"Taine, Hippolyte",,,827
"Sayers, Dorothy L.",,,825
"Caxton, William",,,825
"Williamson, C. N.",,,825
"Vaizey, George de Horne, Mrs.",,,824
"Wenckebach, L. W. R.",,,823
"Hoffmann, E. T. A.",,,823
United States. National Park Service,,,823
"Felter, John D.",,,823
"Williams, George Alfred",,,821
"Sharp, R. Farquharson",,,820
"Mackail, J. W.",,,819
"Korolenko, Vladimir Galaktionovich",,,818
"De Presno, Odd",,,816
"Wallace, Edgar",,,815
"Lear, Edward",,,811
"Kataja, Väinö",,,810
"Hawthorne, Julian",,,810
"Pardo Bazán, Emilia, condesa de",,,809
"Coppée, François",,,808
"Hubbard, Elbert",,,807
"Leadbeater, C. W.",,,807
"Hotten, John Camden",,,807
"Edgeworth, Maria",,,806
"Stein, Gertrude",,,804
"Stone, Marcus",,,803
"Morley, Christopher",,,803
"Chase, Josephine",,,803
"Bemis, Katharine Isabel",,,802
"Van Buren, Maud",,,802
"Gaboriau, Emile",,,800
"Northup, Solomon",,,800
"De la Mare, Walter",,,800
"Koning, Edzard Willem",,,799
"Hancock, H. Irving",,,799
"Curtis, George William",,,799
"Hurlbut, Jesse Lyman",,,799
"Bradley, A. C.",,,798
"Bergson, Henri",,,798
"Huysmans, J.-K.",,,796
"Stevenson, Adlai E.",,,794
"Paul, Frank R.",,,793
"Gay, John",,,793
"Whittier, John Greenleaf",,,793
Diogenes Laertius,,,792
"Hartley, Florence",,,791
American Thread Company,,,790
"Locke, William John",,,788
"Falkner, John Meade",,,786
"McCutcheon, George Barr",,,784
"Della Chiesa, Carol",,,784
"Hichens, Robert",,,782
"Aranda y Sanjuan, Manuel",,,782
"Cole, Fay-Cooper",,,782
"Artsybashev, M.",,,781
"Díaz del Castillo, Bernal",,,781
"Blackmore, R. D.",,,780
"Gruelle, Johnny",,,780
"Schelling, George",,,780
"Luo, Guanzhong",,,777
"Snell, Roy J.",,,776
"Darío, Rubén",,,776
"Owen, Will",,,776
Horace,,,774
"Gibson, Charles Dana",,,774
"Macy, John Albert",,,773
"Le Gallienne, Richard",,,772
"D'Annunzio, Gabriele",,,771
"Sheckley, Robert",,,771
"Hudson, W. H.",,,771
"Maspero, G.",,,769
"Walton, Bryce",,,768
"Brooke, Rupert",,,767
"Van Dyke, Henry",,,766
"Colum, Padraic",,,765
"Horne, Charles F.",,,765
"Saltykov, Mikhail Evgrafovich",,,765
"Altsheler, Joseph A.",,,762
"Fitzhugh, Percy Keese",,,760
"Raine, William MacLeod",,,760
"Collingwood, Harry",,,760
"Spence, Lewis",,,760
"Reinhardt, Louise",,,757
"Smith, Harry L.",,,757
"Fiske, John",,,757
"Marden, Orison Swett",,,756
"Roberts, B. H.",,,755
"Rangachari, K.",,,753
"Blanchard, Amy Ella",,,753
"Oman, Charles",,,753
"Zilboorg, Gregory",,,751
"Ainsworth, William Harrison",,,751
"Rangelovska, Lidija",,,750
"Stratton-Porter, Gene",,,750
"Pu, Songling",,,750
"Holinshed, Raphael",,,747
"Curwood, James Oliver",,,747
"Stevenson, Burton Egbert",,,747
"Wood, Henry, Mrs.",,,746
"Wyss, Johann David",,,746
"Cole, Mabel Cook",,,745
"Crooke, William",,,745
"Reid, Clement",,,744
"Summers, Leo",,,744
"Potapenko, I. N.",,,742
"Hornung, E. W.",,,742
"Spillan, D.",,,741
"De Sanctis, Francesco",,,741
"Allen, James",,,740
"Aycock, Roger D.",,,739
"Caine, Hall, Sir",,,738
"Benson, Arthur Christopher",,,738
"Herford, Oliver",,,737
"Asimov, Isaac",,,735
"Masefield, John",,,735
"Miller, Francis Trevelyan",,,735
"Holley, Marietta",,,734
"Sinclair, May",,,734
"Mooney, James",,,734
"Semenov, S. T.",,,732
"Nourse, Alan Edward",,,732
"Garshin, V. M.",,,732
"Luce, Edmund",,,731
"Edwards, Owen Morgan, Sir",,,730
"Bishop, Julia Truitt",,,730
"Bedford, F. D.",,,729
"Fraser, Claud Lovat",,,728
"Palacio Valdés, Armando",,,727
"Housman, A. E.",,,727
Procopius,,,726
"Frost, A. B.",,,725
"Swain, Joseph Ward",,,725
"Wilder, Marshall P.",,,724
"Wise, Thomas James",,,724
"Gaughan, Jack",,,723
"Wu, Jianren",,,722
"Pater, Walter",,,722
"Wilcox, Ella Wheeler",,,721
"Burns, Robert",,,718
"Wirt, Mildred A.",,,716
"Bunner, H. C.",,,716
"Holbach, Paul Henri Thiry, baron d'",,,716
"Windsor, H. H.",,,715
"Douglas, Alfred Bruce",,,715
"Doctorow, Cory",,,713
"Speed, Lancelot",,,712
"Stacpoole, H. De Vere",,,712
"Cummings, Ray",,,712
"Leland, Charles Godfrey",,,712
"Hardy, G. H.",,,712
"Zamiatin, Evgenii Ivanovich",,,710
"Grote, George",,,710
"Bulfinch, Thomas",,,710
"Laumer, Keith",,,709
"Kerr, Robert",,,708
"Powell, John Wesley",,,706
"Marsh, Arthur Richmond",,,704
"Merriman, Henry Seton",,,704
"Leigh, Oliver Herbrand Gordon",,,703
"Foxe, John",,,703
"Wood, Stanley L.",,,703
"Hauff, Wilhelm",,,702
"Copeland, Charles",,,700
"Patmore, Coventry",,,699
"Malot, Hector",,,698
"Atherton, Gertrude Franklin Horn",,,698
"Churchill, Allen L.",,,698
"Earle, Alice Morse",,,697
A. L. O. E.,,,697
"Muir, John",,,697
"Del Rey, Lester",,,696
"Leslie, Eliza",,,696
"Thomas, Gladys",,,694
"Guillemard, Mary F.",,,694
"Bradley, Marion Zimmer",,,693
"Saint-Simon, Louis de Rouvroy, duc de",,,693
"Apollonius, Rhodius",,,692
"Parrish, Maxfield",,,692
"Morey, Leo",,,692
"Hill, Grace Livingston",,,691
"Haeckel, Ernst",,,691
"About, Edmond",,,690
"De Amicis, Edmondo",,,690
"Seaton, R. C.",,,689
"Glover, Arnold",,,689
"Brandes, Georg",,,688
"Robinson, Gordon",,,687
"Thérèse, de Lisieux, Saint",,,687
"Wood, Wallace",,,687
Frankenstein,The Modern Prometheus,Mary Wollstonecraft Shelley,134626
Romeo and Juliet,,William Shakespeare,78431
Pride and Prejudice,,Jane Austen,77025
Moby Dick,The Whale,"Dick; Or, The Whale by Herman Melville",75112
Middlemarch,,George Eliot,53812
The Complete Works of William Shakespeare,,William Shakespeare,52381
A Room with a View,,E. M.  Forster,52300
Alice's Adventures in Wonderland,,Lewis Carroll,51704
Little Women,"Meg, Jo, Beth, and Amy",Louisa May Alcott,50272
The Scarlet Letter,,Nathaniel Hawthorne,49029
The Blue Castle: a novel,,L. M.  Montgomery,45412
The Enchanted April,,Elizabeth Von Arnim,45139
The Adventures of Ferdinand Count Fathom — Complete,,T.  Smollett,42041
Cranford,,Elizabeth Cleghorn Gaskell,41910
The Expedition of Humphry Clinker,,T.  Smollett,41257
"History of Tom Jones, a Foundling",,Henry Fielding,41000
The Adventures of Roderick Random,,T.  Smollett,40770
My Life — Volume 1,,Richard Wagner,40194
Twenty years after,,Alexandre Dumas and Auguste Maquet,40097
A Doll's House : a play,,Henrik Ibsen,39052
Dracula,,Bram Stoker,33342
The Great Gatsby,,by F. Scott  Fitzgerald,32862
The Picture of Dorian Gray,,Oscar Wilde,32045
Metamorphosis,,Franz Kafka,31770
The Yellow Wallpaper,,Charlotte Perkins Gilman,30509
Adventures of Huckleberry Finn,,Mark Twain,27812
The Legend of Sleepy Hollow,,Washington Irving,27558
A Modest Proposal,,Jonathan Swift,27547
The Importance of Being Earnest: A Trivial Comedy for Serious People,,Oscar Wilde,25245
The Strange Case of Dr. Jekyll and Mr. Hyde,,Robert Louis Stevenson,24775
Beowulf: An Anglo-Saxon Epic Poem,,,24366
The Souls of Black Folk,,W. E. B.  Du Bois,24093
Leviathan,,Thomas Hobbes,23787
Crime and Punishment,,Fyodor Dostoyevsky,22375
A Tale of Two Cities,,Charles Dickens,22036
The Prince,,Niccolò Machiavelli,20708
The Adventures of Sherlock Holmes,,Arthur Conan Doyle,20034
Jane Eyre: An Autobiography,,Charlotte Brontë,19498
The Iliad,,Homer,19487
Great Expectations,,Charles Dickens,19156
Thus Spake Zarathustra: A Book for All and None,,Friedrich Wilhelm Nietzsche,18802
The Brothers Karamazov,,Fyodor Dostoyevsky,18521
Chambers's Twentieth Century Dictionary,,,18194
Second Treatise of Government,,John Locke,18152
A Christmas Carol in Prose; Being a Ghost Story of Christmas,,Charles Dickens,17893
The Odyssey,,Homer,17646
Ulysses,,James Joyce,17379
Don Quijote,,Miguel de Cervantes Saavedra,17278
Grimms' Fairy Tales,,Jacob Grimm and Wilhelm Grimm,16804
"The Interesting Narrative of the Life of Olaudah Equiano, Or Gustavus Vassa, The African","Gustavus Vassa, The African",Equiano,16334
War and Peace,,graf Leo Tolstoy,16043
"Narrative of the Life of Frederick Douglass, an American Slave",,Frederick Douglass,15984
Heart of Darkness,,Joseph Conrad,15438
"The Adventures of Tom Sawyer, Complete",,Mark Twain,15369
The Count of Monte Cristo,,Alexandre Dumas and Auguste Maquet,15219
The Confessions of St. Augustine,,Bishop of Hippo Saint Augustine,15075
Wuthering Heights,,Emily Brontë,14912
The Republic,,Plato,14025
Dubliners,,James Joyce,13675
Tractatus Logico-Philosophicus,,Ludwig Wittgenstein,13564
"Walden, and On The Duty Of Civil Disobedience",,Henry David Thoreau,13484
Doctrina Christiana,,,12936
Beyond Good and Evil,,Friedrich Wilhelm Nietzsche,12859
The Works of Edgar Allan Poe — Volume 2,,Edgar Allan Poe,12785
A Study in Scarlet,,Arthur Conan Doyle,12756
Du côté de chez Swann,,Marcel Proust,12662
Frankenstein,The Modern Prometheus,Mary Wollstonecraft Shelley,12661
Calculus Made Easy,,Silvanus P.  Thompson,12383
Anne of Green Gables,,L. M.  Montgomery,12171
Don Quixote,,Miguel de Cervantes Saavedra,11873
The King in Yellow,,Robert W.  Chambers,11726
Le Morte d'Arthur: Volume 1,,Sir Thomas Malory,11658
Carmilla,,Joseph Sheridan Le Fanu,11469
The divine comedy,,Dante Alighieri,11422
The Romance of Lust: A classic Victorian erotic novel,,Anonymous,11379
The Kama Sutra of Vatsyayana,,Vatsyayana,11227
Little Women,,Louisa May Alcott,10964
White Nights and Other Stories,,Fyodor Dostoyevsky,10759
The Hound of the Baskervilles,,Arthur Conan Doyle,10743
The Nuttall Encyclopædia,,P. Austin Nuttall,10429
Narrative of the Captivity and Restoration of Mrs. Mary Rowlandson,,Mary White Rowlandson,10404
Plays,,Susan Glaspell,10255
The Tragical History of Doctor Faustus,,Christopher Marlowe,10244
Josefine Mutzenbacher,,Felix Salten,10120
Les Misérables,,Victor Hugo,9953
On Liberty,,John Stuart Mill,9819
Autobiography of Benjamin Franklin,,Benjamin Franklin,9728
Peter Pan,,J. M.  Barrie,9708
The Problems of Philosophy,,Bertrand Russell,9566
Winnie-the-Pooh,,A. A.  Milne,9510
Oedipus King of Thebes,,Sophocles,9441
Treasure Island,,Robert Louis Stevenson,9346
Oliver Twist,,Charles Dickens,9258
The Ethics of Aristotle,,Aristotle,9179
Candide,,Voltaire,9131
The Wonderful Wizard of Oz,,L. Frank  Baum,9115
"Incidents in the Life of a Slave Girl, Written",,Herself by Harriet A.  Jacobs,8911
Frankenstein,The Modern Prometheus,Mary Wollstonecraft Shelley,8891
The History of the Peloponnesian War,,Thucydides,8763
Notes from the Underground,,Fyodor Dostoyevsky,8663
Novo dicionário da língua portuguesa,,Cândido de Figueiredo,8639
Les misérables Tome I: Fantine,,Victor Hugo,8626
"Spenser's The Faerie Queene, Book I",,Edmund Spenser,8596
The Critique of Pure Reason,,Immanuel Kant,8591
Meditations,,Emperor of Rome Marcus Aurelius,8549
"An Essay Concerning Humane Understanding, Volume 1",,John Locke,8518
The Life and Adventures of Robinson Crusoe,,Daniel Defoe,8345
Sense and Sensibility,,Jane Austen,8224
Emma,,Jane Austen,8167
Gulliver's Travels into Several Remote Nations of the World,,Jonathan Swift,7984
Lysistrata,,Aristophanes,7927
The War of the Worlds,,H. G.  Wells,7893
The murder of Roger Ackroyd,,Agatha Christie,7836
The First Book of Adam and Eve,,Rutherford Hayes Platt,7706
A Portrait of the Artist as a Young Man,,James Joyce,7651
Madame Bovary,,Gustave Flaubert,7628
The Prophet,,Kahlil Gibran,7601
The Devil is an Ass,,Ben Jonson,7572
Anna Karenina,,graf Leo Tolstoy,7567
The Philippines a Century Hence,,José Rizal,7516
The King James Version of the Bible,,,7441
The Art of War,,active 6th century B.C. Sunzi,7409
The Time Machine,,H. G.  Wells,7368
Anthem,,Ayn Rand,7331
Through the Looking-Glass,,Lewis Carroll,7312
David Copperfield,,Charles Dickens,7280
"The Metamorphoses of Ovid, Books I-VII",,Ovid,7230
Noli Me Tangere,,José Rizal,7152
Pygmalion,,Bernard Shaw,7129
The Elements of Style,,William Strunk,7126
How the Other Half Lives: Studies Among the Tenements of New York,,Jacob A.  Riis,7098
"Hamlet, Prince of Denmark",,William Shakespeare,7066
Pascal's Pensées,,Blaise Pascal,7009
"The Rámáyan of Válmíki, translated into English verse",,Valmiki,6991
The Reign of Greed,,José Rizal,6908
The Ten Books on Architecture,,Vitruvius Pollio,6884
Tribute to Michael Hart,,Majid AlHydar,6874
Diccionario Ingles-Español-Tagalog,,Sofronio G. Calderón,6867
An Inquiry into the Nature and Causes of the Wealth of Nations,,Adam Smith,6821
A Christmas Carol,,Charles Dickens,6753
"The Story of Beowulf, Translated from Anglo-Saxon into Modern English Prose",,,6746
Common Sense,,Thomas Paine,6509
The Vampyre; a Tale,,John William Polidori,6416
The Turn of the Screw,,Henry James,6385
The Sailor's Word-Book,,W. H.  Smyth,6280
Faust [part 1]. Translated Into English in the Original Metres,,Johann Wolfgang von Goethe,6267
The Secret Garden,,Frances Hodgson Burnett,6266
Phaedrus,,Plato,6225
The call of the wild,,Jack London,6096
"The Awakening, and Selected Short Stories",,Kate Chopin,6091
An Enquiry Concerning Human Understanding,,David Hume,6072
Persuasion,,Jane Austen,6000
Antiquities of the Jews,,Flavius Josephus,5928
The Castle of Otranto,,Horace Walpole,5867
Cookery and Dining in Imperial Rome,,Apicius,5849
Don Juan,,Baron George Gordon Byron Byron,5843
Notre-Dame de Paris - Tome 1,,Victor Hugo,5830
Songs of Innocence and of Experience,,William Blake,5770
The Sorrows of Young Werther,,Johann Wolfgang von Goethe,5757
Northanger Abbey,,Jane Austen,5752
The Consolation of Philosophy,,Boethius,5715
Ethics,,Benedictus de Spinoza,5712
Paradise Lost,,John Milton,5710
The Sign of the Four,,Arthur Conan Doyle,5707
Struwwelpeter: Merry Stories and Funny Pictures,,Heinrich Hoffmann,5704
Essays of Michel de Montaigne — Complete,,Michel de Montaigne,5700
"Chaucer's Works, Volume 4 — The Canterbury Tales",,Geoffrey Chaucer,5688
"The Birth of Tragedy; or, Hellenism and Pessimism",,Friedrich Wilhelm Nietzsche,5659
On the Origin of Species By Means of Natural Selection,,Charles Darwin,5637
On War,,Carl von Clausewitz,5601
Twenty Thousand Leagues under the Sea,,Jules Verne,5551
The Jungle,,Upton Sinclair,5521
Uncle Tom's Cabin,,Harriet Beecher Stowe,5516
Hard Times,,Charles Dickens,5514
The Jungle Book,,Rudyard Kipling,5477
Democracy in America — Volume 1,,Alexis de Tocqueville,5475
A Military Dictionary and Gazetteer,,Thomas Wilhelm,5473
Memoirs of Fanny Hill,,John Cleland,5471
Sir Gawayne and the Green Knight,,,5458
Siddhartha,,Hermann Hesse,5445
Childe Harold's Pilgrimage,,Baron George Gordon Byron Byron,5439
The Communist Manifesto,,Friedrich Engels and Karl Marx,5378
2 B R 0 2 B,,Kurt Vonnegut,5340
The Prince and the Pauper,,Mark Twain,5319
Hedda Gabler,,Henrik Ibsen,5300
"The Mahabharata of Krishna-Dwaipayana Vyasa, Volume 1",,,5291
The Works of Edgar Allan Poe — Volume 1,,Edgar Allan Poe,5233
The Red Record,,Ida B. Wells-Barnett,5172
Symposium,,Plato,5127
Complete Original Short Stories of Guy De Maupassant,,Guy de Maupassant,5074
The Sea-Gull,,Anton Pavlovich Chekhov,5063
The Genealogy of Morals,,Friedrich Wilhelm Nietzsche,5059
The Ballad of the White Horse,,G. K.  Chesterton,5023
The Invisible Man: A Grotesque Romance,,H. G.  Wells,5016
Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth in the Sciences,,,5000
Mosses from an old manse,,Nathaniel Hawthorne,4992
"Poems, with The Ballad of Reading Gaol",,Oscar Wilde,4987
Mi Ultimo Adiós,,José Rizal,4987
The History of Herodotus — Volume 1,,Herodotus,4974
1001 задача для умственного счета,,Sergei Aleksandrovich Rachinskii,4910
El paraíso perdido,,John Milton,4897
Nature,,Ralph Waldo Emerson,4876
The Tempest,,William Shakespeare,4867
In Praise of Folly,,Desiderius Erasmus,4807
The Lady with the Dog and Other Stories,,Anton Pavlovich Chekhov,4789
Three Men in a Boat,,Jerome K.  Jerome,4787
Dao De Jing: A Minimalist Translation,,Laozi,4782
De Profundis,,Oscar Wilde,4748
La Odisea,,Homer,4745
The Strange Case of Dr. Jekyll and Mr. Hyde,,Robert Louis Stevenson,4740
Apology,,Plato,4693
The Social Cancer: A Complete English Version of Noli Me Tangere,,José Rizal,4690
The Eyes Have It,,Philip K. Dick,4688
Ethan Frome,,Edith Wharton,4687
A Pickle for the Knowing Ones,,Timothy Dexter,4670
The Iliad,,Homer,4666
The Marriage of Heaven and Hell,,William Blake,4659
The Poetics of Aristotle,,Aristotle,4649
The Red Room,,H. G.  Wells,4602
"Hamlet, Prince of Denmark",,William Shakespeare,4543
The Decameron of Giovanni Boccaccio,,Giovanni Boccaccio,4488
Bleak House,,Charles Dickens,4485
Aesop's Fables; a new translation,,Aesop,4465
Myths and Legends of Ancient Greece and Rome,,E. M. Berens,4418
"The Philippine Islands, 1493-1898, Volume 33, 1519-1522",,Antonio Pigafetta,4359
Anabasis,,Xenophon,4341
A History of the Philippines,,David P. Barrows,4337
"The Philippine Islands, 1493-1898 — Volume 07 of 55",,,4331
The Trial,,Franz Kafka,4297
I. Beówulf: an Anglo-Saxon poem. II. The fight at Finnsburh: a fragment.,,,4284
The Republic of Plato,,Plato,4265
Macbeth,,William Shakespeare,4255
The Idiot,,Fyodor Dostoyevsky,4206
Southern Horrors: Lynch Law in All Its Phases,,Ida B. Wells-Barnett,4205
Trois femmes,,Pierre Mille,4195
"The Twilight of the Idols; or, How to Philosophize with the Hammer. The Antichrist",,Nietzsche,4180
Riders to the Sea,,J. M.  Synge,4180
Les trois mousquetaires,,Alexandre Dumas and Auguste Maquet,4160
"Le comte de Monte-Cristo, Tome I",,Alexandre Dumas and Auguste Maquet,4098
Utopia,,Saint Thomas More,4091
Perpetual Peace: A Philosophical Essay,,Immanuel Kant,4090
The art of money getting :,,P. T.  Barnum,4081
Just so stories,,Rudyard Kipling,4074
The Flowers of Evil,,Charles Baudelaire,4071
An Occurrence at Owl Creek Bridge,,Ambrose Bierce,4066
The Innocents Abroad,,Mark Twain,4050
"Bartleby, the Scrivener: A Story of Wall-Street",,Herman Melville,4034
Medea of Euripides,,Euripides,4013
Around the World in Eighty Days,,Jules Verne,4010
A Midsummer Night's Dream,,William Shakespeare,3998
苦悶の欄,,Earl Derr Biggers,3976
"The Thousand and One Nights, Vol. I.",,,3931
Die Verwandlung,,Franz Kafka,3911
A Concise Dictionary of Middle English from A.D. 1150 to 1580,,A. L.  Mayhew and Walter W.  Skeat,3902
The Duchess of Malfi,,John Webster,3891
"The Ladies' Book of Etiquette, and Manual of Politeness",,Florence Hartley,3876
The island of Doctor Moreau,,H. G.  Wells,3857
A First Spanish Reader,,Alfred Remy and Erwin W.  Roessler,3852
"Ang ""Filibusterismo""",,José Rizal,3843
The Jewish State,,Theodor Herzl,3838
"The Happy Prince, and Other Tales",,Oscar Wilde,3830
Up from Slavery: An Autobiography,,Booker T. Washington,3823
The Mysterious Affair at Styles,,Agatha Christie,3781
Tess of the d'Urbervilles: A Pure Woman,,Thomas Hardy,3779
Leaves of Grass,,Walt Whitman,3764
White Fang,,Jack London,3757
"The City of God, Volume I",,Bishop of Hippo Saint Augustine,3754
The Federalist Papers,,Alexander Hamilton and John Jay and James Madison,3748
Roget's Thesaurus of English Words and Phrases,,Peter Mark Roget,3746
"Divine Comedy, Longfellow's Translation, Hell",,Dante Alighieri,3732
On the Duty of Civil Disobedience,,Henry David Thoreau,3731
The History of the Decline and Fall of the Roman Empire,,Edward Gibbon,3709
"The lesser Key of Solomon, Goetia, the book of evil spirits :",,,3703
The Tale of Peter Rabbit,,Beatrix Potter,3684
Les Fleurs du Mal,,Charles Baudelaire,3659
The Devil's Dictionary,,Ambrose Bierce,3656
